fato_financeiro_sk,produto_sk,geografia_sk,segmento_sk,desconto_sk,tempo_sk,unidades_vendidas,receita_liquida,custo_produtos_vendidos,lucro
451,5,3,1,,62,2682.0,48812.4,26820.0,21992.4
452,5,4,1,,457,521.0,3318.77,2605.0,713.77
453,6,4,1,,274,1038.0,18891.6,10380.0,8511.6
454,6,1,2,,304,1630.5,22256.33,16305.0,5951.33
455,6,3,3,,92,306.0,3341.52,918.0,2423.52
456,1,5,3,,31,386.0,4168.8,1158.0,3010.8
457,2,5,1,,366,2328.0,14666.4,11640.0,3026.4
458,3,5,3,,31,386.0,4168.8,1158.0,3010.8
459,1,5,4,,213,3445.5,387618.75,413460.0,-25841.25
460,1,3,4,,92,1482.0,166725.0,177840.0,-11115.0
461,2,5,1,,243,2313.0,728595.0,601380.0,127215.0
462,2,5,4,,62,1804.0,202950.0,216480.0,-13530.0
463,2,3,2,,457,2072.0,27972.0,20720.0,7252.0
464,3,3,1,,182,1954.0,35172.0,19540.0,15632.0
465,3,4,5,,243,591.0,159570.0,147750.0,11820.0
466,3,3,2,,31,2167.0,29254.5,21670.0,7584.5
467,3,2,1,,396,241.0,4338.0,2410.0,1928.0
468,4,2,2,,123,681.0,9193.5,6810.0,2383.5
469,4,2,2,,213,510.0,6885.0,5100.0,1785.0
470,4,5,2,,243,790.0,10665.0,7900.0,2765.0
471,4,3,1,,304,639.0,201285.0,166140.0,35145.0
472,4,5,4,,366,1596.0,179550.0,191520.0,-11970.0
473,4,5,5,,31,2294.0,619380.0,573500.0,45880.0
474,4,2,1,,396,241.0,4338.0,2410.0,1928.0
475,4,2,1,,427,2665.0,16789.5,13325.0,3464.5
476,4,1,4,,92,1916.0,215550.0,229920.0,-14370.0
477,4,3,5,,457,853.0,230310.0,213250.0,17060.0
478,5,4,4,,243,341.0,38362.5,40920.0,-2557.5
479,5,4,2,,304,641.0,8653.5,6410.0,2243.5
480,5,5,1,,335,2807.0,884205.0,729820.0,154385.0
481,5,4,5,,366,432.0,116640.0,108000.0,8640.0
482,5,5,5,,31,2294.0,619380.0,573500.0,45880.0
483,5,3,2,,31,2167.0,29254.5,21670.0,7584.5
484,5,1,4,,427,2529.0,284512.5,303480.0,-18967.5
485,5,2,1,,92,1870.0,589050.0,486200.0,102850.0
486,6,5,4,,123,579.0,65137.5,69480.0,-4342.5
487,6,1,1,,154,2240.0,705600.0,582400.0,123200.0
488,6,5,5,,182,2993.0,808110.0,748250.0,59860.0
489,6,1,3,,213,3520.5,38021.4,10561.5,27459.9
490,6,4,1,,243,2039.0,36702.0,20390.0,16312.0
491,6,2,3,,335,2574.0,27799.2,7722.0,20077.2
492,6,1,1,,366,707.0,222705.0,183820.0,38885.0
493,6,3,2,,457,2072.0,27972.0,20720.0,7252.0
494,6,3,5,,457,853.0,230310.0,213250.0,17060.0
495,1,3,3,,31,1198.0,12794.64,3594.0,9200.64
496,3,3,1,,213,2532.0,15774.36,12660.0,3114.36
497,3,3,3,,31,1198.0,12794.64,3594.0,9200.64
498,4,1,2,,123,384.0,5126.4,3840.0,1286.4
499,4,2,3,,396,472.0,5040.96,1416.0,3624.96
500,5,5,1,,182,1579.0,9837.17,7895.0,1942.17
501,5,4,3,,1,1005.0,10733.4,3015.0,7718.4
502,6,5,2,,304,3199.5,42713.33,31995.0,10718.33
503,6,2,3,,396,472.0,5040.96,1416.0,3624.96
504,1,1,3,,154,1937.0,20687.16,5811.0,14876.16
505,1,2,1,,182,792.0,246708.0,205920.0,40788.0
506,1,2,5,,304,2811.0,750537.0,702750.0,47787.0
507,1,3,4,,396,2441.0,271561.25,292920.0,-21358.75
508,1,1,2,,62,1560.0,20826.0,15600.0,5226.0
509,1,4,1,,62,2706.0,16858.38,13530.0,3328.38
510,2,2,1,,123,766.0,238609.0,199160.0,39449.0
511,2,2,1,,31,2992.0,53257.6,29920.0,23337.6
512,2,4,2,,457,2157.0,28795.95,21570.0,7225.95
513,3,1,5,,123,873.0,233091.0,218250.0,14841.0
514,3,4,1,,182,1122.0,19971.6,11220.0,8751.6
515,3,1,1,,304,2104.5,655551.75,547170.0,108381.75
516,3,1,3,,304,4026.0,42997.68,12078.0,30919.68
517,3,3,3,,304,2425.5,25904.34,7276.5,18627.84
518,3,1,1,,335,2394.0,42613.2,23940.0,18673.2
519,3,4,2,,335,1984.0,26486.4,19840.0,6646.4
520,3,3,4,,396,2441.0,271561.25,292920.0,-21358.75
521,3,2,1,,31,2992.0,53257.6,29920.0,23337.6
522,3,1,5,,427,1366.0,364722.0,341500.0,23222.0
523,4,3,1,,1,2805.0,49929.0,28050.0,21879.0
524,4,4,2,,1,655.0,8744.25,6550.0,2194.25
525,4,4,1,,31,344.0,107156.0,89440.0,17716.0
526,4,1,1,,427,1808.0,11263.84,9040.0,2223.84
527,5,3,3,,123,1734.0,18519.12,5202.0,13317.12
528,5,4,4,,123,554.0,61632.5,66480.0,-4847.5
529,5,1,1,,62,2935.0,52243.0,29350.0,22893.0
530,6,2,4,,123,3165.0,352106.25,379800.0,-27693.75
531,6,4,1,,123,2629.0,46796.2,26290.0,20506.2
532,6,3,4,,243,1433.0,159421.25,171960.0,-12538.75
533,6,4,4,,1,947.0,105353.75,113640.0,-8286.25
534,6,4,1,,31,344.0,107156.0,89440.0,17716.0
535,6,4,2,,457,2157.0,28795.95,21570.0,7225.95
536,3,5,1,,1,380.0,2367.4,1900.0,467.4
537,1,4,1,,274,886.0,272888.0,230360.0,42528.0
538,1,1,4,,1,2416.0,265760.0,289920.0,-24160.0
539,1,4,4,,396,2156.0,237160.0,258720.0,-21560.0
540,1,1,2,,427,2689.0,35494.8,26890.0,8604.8
541,2,5,2,,182,677.0,8936.4,6770.0,2166.4
542,2,3,5,,213,1773.0,468072.0,443250.0,24822.0
543,2,4,1,,366,2420.0,14907.2,12100.0,2807.2
544,2,1,1,,396,2734.0,16841.44,13670.0,3171.44
545,2,4,1,,31,1715.0,30184.0,17150.0,13034.0
546,2,3,5,,92,1186.0,313104.0,296500.0,16604.0
547,3,5,5,,123,3495.0,922680.0,873750.0,48930.0
548,3,4,1,,274,886.0,272888.0,230360.0,42528.0
549,3,4,4,,396,2156.0,237160.0,258720.0,-21560.0
550,3,4,1,,396,905.0,15928.0,9050.0,6878.0
551,3,4,1,,31,1715.0,30184.0,17150.0,13034.0
552,3,3,1,,427,1594.0,490952.0,414440.0,76512.0
553,3,2,5,,427,1359.0,358776.0,339750.0,19026.0
554,3,4,5,,427,2150.0,567600.0,537500.0,30100.0
555,3,4,1,,427,1197.0,368676.0,311220.0,57456.0
556,3,4,2,,92,380.0,5016.0,3800.0,1216.0
557,3,4,1,,457,1233.0,21700.8,12330.0,9370.8
558,4,4,1,,304,1395.0,429660.0,362700.0,66960.0
559,4,5,1,,396,986.0,303688.0,256360.0,47328.0
560,4,4,1,,396,905.0,15928.0,9050.0,6878.0
561,5,1,3,,243,2109.0,22271.04,6327.0,15944.04
562,5,3,2,,304,3874.5,51143.4,38745.0,12398.4
563,5,1,1,,1,623.0,191884.0,161980.0,29904.0
564,5,5,1,,396,986.0,303688.0,256360.0,47328.0
565,5,5,4,,427,2387.0,262570.0,286440.0,-23870.0
566,5,4,1,,457,1233.0,21700.8,12330.0,9370.8
567,6,5,1,,154,270.0,83160.0,70200.0,12960.0
568,6,3,1,,304,3421.5,21076.44,17107.5,3968.94
569,6,1,1,,396,2734.0,16841.44,13670.0,3171.44
570,6,5,2,,62,2548.0,33633.6,25480.0,8153.6
571,1,3,1,,123,2521.5,44378.4,25215.0,19163.4
572,2,4,3,,243,2661.0,28100.16,7983.0,20117.16
573,3,2,1,,457,1531.0,26945.6,15310.0,11635.6
574,5,3,1,,182,1491.0,9184.56,7455.0,1729.56
575,5,2,1,,457,1531.0,26945.6,15310.0,11635.6
576,6,1,3,,1,2761.0,29156.16,8283.0,20873.16
577,1,5,2,,274,2567.0,33499.35,25670.0,7829.35
578,5,5,2,,274,2567.0,33499.35,25670.0,7829.35
579,1,1,1,,182,923.0,281053.5,239980.0,41073.5
580,1,3,1,,182,1790.0,545055.0,465400.0,79655.0
581,1,2,1,,1,442.0,7690.8,4420.0,3270.8
582,2,5,1,,123,982.5,299171.25,255450.0,43721.25
583,2,5,1,,154,1298.0,7904.82,6490.0,1414.82
584,2,4,3,,274,604.0,6305.76,1812.0,4493.76
585,2,4,1,,304,2255.0,39237.0,22550.0,16687.0
586,2,1,1,,396,1249.0,21732.6,12490.0,9242.6
587,3,5,1,,123,1438.5,8760.47,7192.5,1567.97
588,3,2,5,,123,807.0,210627.0,201750.0,8877.0
589,3,5,1,,154,2641.0,45953.4,26410.0,19543.4
590,3,2,1,,154,2708.0,47119.2,27080.0,20039.2
591,3,1,1,,274,2632.0,801444.0,684320.0,117124.0
592,3,1,4,,274,1583.0,172151.25,189960.0,-17808.75
593,3,4,3,,304,571.0,5961.24,1713.0,4248.24
594,3,3,1,,335,2696.0,16418.64,13480.0,2938.64
595,3,1,2,,396,1565.0,20423.25,15650.0,4773.25
596,3,1,1,,396,1249.0,21732.6,12490.0,9242.6
597,3,2,1,,427,357.0,108706.5,92820.0,15886.5
598,3,2,3,,457,1013.0,10575.72,3039.0,7536.72
599,4,3,2,,123,3997.5,52167.38,39975.0,12192.38
600,4,1,1,,274,2632.0,801444.0,684320.0,117124.0
601,4,3,1,,274,1190.0,7247.1,5950.0,1297.1
602,4,4,3,,274,604.0,6305.76,1812.0,4493.76
603,4,2,2,,1,660.0,8613.0,6600.0,2013.0
604,4,4,3,,396,410.0,4280.4,1230.0,3050.4
605,4,4,5,,62,2605.0,679905.0,651250.0,28655.0
606,4,2,3,,457,1013.0,10575.72,3039.0,7536.72
607,5,1,4,,274,1583.0,172151.25,189960.0,-17808.75
608,5,1,2,,396,1565.0,20423.25,15650.0,4773.25
609,6,1,4,,123,1659.0,180416.25,199080.0,-18663.75
610,6,3,1,,274,1190.0,7247.1,5950.0,1297.1
611,6,4,3,,396,410.0,4280.4,1230.0,3050.4
612,6,2,3,,92,1770.0,18478.8,5310.0,13168.8
613,1,4,1,,213,2579.0,44358.8,25790.0,18568.8
614,1,5,1,,243,1743.0,29979.6,17430.0,12549.6
615,1,5,1,,31,2996.0,18035.92,14980.0,3055.92
616,1,2,1,,457,280.0,1685.6,1400.0,285.6
617,2,3,1,,154,293.0,1763.86,1465.0,298.86
618,2,5,1,,31,2996.0,18035.92,14980.0,3055.92
619,3,2,2,,154,278.0,3586.2,2780.0,806.2
620,3,1,1,,182,2428.0,41761.6,24280.0,17481.6
621,3,5,2,,366,1767.0,22794.3,17670.0,5124.3
622,3,3,3,,396,1393.0,14375.76,4179.0,10196.76
623,5,2,1,,457,280.0,1685.6,1400.0,285.6
624,6,3,3,,396,1393.0,14375.76,4179.0,10196.76
625,6,5,3,,92,2015.0,20794.8,6045.0,14749.8
626,1,4,5,,304,801.0,206658.0,200250.0,6408.0
627,1,3,4,,1,1023.0,109972.5,122760.0,-12787.5
628,1,1,5,,396,1496.0,385968.0,374000.0,11968.0
629,1,5,5,,396,1010.0,260580.0,252500.0,8080.0
630,1,2,2,,427,1513.0,19517.7,15130.0,4387.7
631,1,1,2,,457,2300.0,29670.0,23000.0,6670.0
632,1,4,4,,92,2821.0,303257.5,338520.0,-35262.5
633,2,1,1,,123,2227.5,670477.5,579150.0,91327.5
634,2,2,1,,213,1199.0,360899.0,311740.0,49159.0
635,2,1,1,,243,200.0,60200.0,52000.0,8200.0
636,2,1,1,,366,388.0,2335.76,1940.0,395.76
637,2,4,1,,31,1727.0,10396.54,8635.0,1761.54
638,2,1,2,,457,2300.0,29670.0,23000.0,6670.0
639,3,4,1,,154,260.0,4472.0,2600.0,1872.0
640,3,1,2,,1,2470.0,31863.0,24700.0,7163.0
641,3,1,2,,31,1743.0,22484.7,17430.0,5054.7
642,3,5,3,,396,2914.0,30072.48,8742.0,21330.48
643,3,3,1,,396,1731.0,10420.62,8655.0,1765.62
644,3,1,1,,427,700.0,210700.0,182000.0,28700.0
645,3,1,3,,62,2222.0,22931.04,6666.0,16265.04
646,3,5,1,,427,1177.0,354277.0,306020.0,48257.0
647,3,3,1,,62,1922.0,578522.0,499720.0,78802.0
648,4,4,4,,154,1575.0,169312.5,189000.0,-19687.5
649,4,5,1,,213,606.0,10423.2,6060.0,4363.2
650,4,5,5,,304,2460.0,634680.0,615000.0,19680.0
651,4,1,5,,31,269.0,69402.0,67250.0,2152.0
652,4,2,5,,62,2536.0,654288.0,634000.0,20288.0
653,5,4,1,,182,2903.0,17476.06,14515.0,2961.06
654,5,5,5,,335,2541.0,655578.0,635250.0,20328.0
655,5,1,5,,31,269.0,69402.0,67250.0,2152.0
656,5,1,5,,396,1496.0,385968.0,374000.0,11968.0
657,5,5,5,,396,1010.0,260580.0,252500.0,8080.0
658,5,3,1,,92,1281.0,385581.0,333060.0,52521.0
659,6,1,5,,182,888.0,229104.0,222000.0,7104.0
660,6,5,4,,243,2844.0,305730.0,341280.0,-35550.0
661,6,3,3,,335,2475.0,25542.0,7425.0,18117.0
662,6,1,2,,31,1743.0,22484.7,17430.0,5054.7
663,6,5,3,,396,2914.0,30072.48,8742.0,21330.48
664,6,3,1,,396,1731.0,10420.62,8655.0,1765.62
665,6,4,1,,31,1727.0,10396.54,8635.0,1761.54
666,6,4,2,,62,1870.0,24123.0,18700.0,5423.0
667,1,3,4,,335,1174.0,124737.5,140880.0,-16142.5
668,1,2,4,,335,2767.0,293993.75,332040.0,-38046.25
669,1,2,4,,396,1085.0,115281.25,130200.0,-14918.75
670,2,4,5,,396,546.0,139230.0,136500.0,2730.0
671,3,2,1,,182,1158.0,19686.0,11580.0,8106.0
672,3,1,2,,213,1614.0,20578.5,16140.0,4438.5
673,3,4,1,,213,2535.0,15083.25,12675.0,2408.25
674,3,4,1,,243,2851.0,848172.5,741260.0,106912.5
675,3,1,2,,335,2559.0,32627.25,25590.0,7037.25
676,3,5,1,,31,267.0,4539.0,2670.0,1869.0
677,3,2,4,,396,1085.0,115281.25,130200.0,-14918.75
678,3,2,2,,396,1175.0,14981.25,11750.0,3231.25
679,3,5,1,,62,2007.0,597082.5,521820.0,75262.5
680,3,4,1,,62,2151.0,639922.5,559260.0,80662.5
681,3,5,3,,457,914.0,9322.8,2742.0,6580.8
682,3,3,1,,457,293.0,4981.0,2930.0,2051.0
683,4,4,3,,182,500.0,5100.0,1500.0,3600.0
684,4,3,2,,243,2826.0,36031.5,28260.0,7771.5
685,4,3,4,,366,663.0,70443.75,79560.0,-9116.25
686,4,5,5,,62,2574.0,656370.0,643500.0,12870.0
687,4,5,4,,92,2438.0,259037.5,292560.0,-33522.5
688,4,5,3,,457,914.0,9322.8,2742.0,6580.8
689,5,1,1,,304,865.5,14713.5,8655.0,6058.5
690,5,2,2,,304,492.0,6273.0,4920.0,1353.0
691,5,5,1,,31,267.0,4539.0,2670.0,1869.0
692,5,2,2,,396,1175.0,14981.25,11750.0,3231.25
693,5,1,4,,62,2954.0,313862.5,354480.0,-40617.5
694,5,2,4,,427,552.0,58650.0,66240.0,-7590.0
695,5,3,1,,457,293.0,4981.0,2930.0,2051.0
696,6,3,5,,182,2475.0,631125.0,618750.0,12375.0
697,6,4,5,,396,546.0,139230.0,136500.0,2730.0
698,2,4,1,,154,1368.0,8139.6,6840.0,1299.6
699,3,1,1,,213,723.0,4301.85,3615.0,686.85
700,5,5,3,,243,1806.0,18421.2,5418.0,13003.2
